twelvth_beat,pitch,prediction,anomaly score
106.5,10.0,0.0,0.025000000000000001
106.5,0.0,4.0,0.0
106.625,3.0,5.999999999999999,1.0
106.75,1.0,5.999999999999999,0.0
107.0,3.0,5.999999999999999,1.0
107.125,10.0,2.0,1.0
107.375,0.0,1.0,0.0
108.25,0.0,4.0,0.0
109.0,2.0,4.0,1.0
109.0,0.0,1.0,1.0
109.5,9.0,7.0,1.0
110.0,4.0,2.0,1.0
110.875,0.0,1.0,0.0
111.25,4.0,2.0,1.0
111.75,2.0,2.0,0.0
111.75,11.0,2.0,1.0
112.125,3.0,5.999999999999999,1.0
112.625,0.0,0.0,0.57499999999999996
113.0,4.0,2.0,1.0
113.75,4.0,2.0,0.0
113.875,0.0,1.0,1.0
114.125,5.0,4.0,1.0
114.25,0.0,0.0,1.0
114.375,2.0,4.0,0.0
114.75,11.0,2.0,1.0
114.875,5.0,4.0,1.0
115.25,0.0,0.0,1.0
115.25,0.0,1.0,0.0
115.5,1.0,1.0,0.52500000000000002
115.666666667,1.0,5.999999999999999,0.0
115.875,1.0,5.999999999999999,0.0
116.125,3.0,1.0,1.0
116.375,1.0,5.999999999999999,1.0
116.625,1.0,5.999999999999999,0.0
116.75,1.0,5.999999999999999,0.0
117.0,0.0,1.0,1.0
117.0,4.0,2.0,1.0
117.25,1.0,1.0,0.75
117.5,2.0,4.0,0.0
117.5,1.0,5.999999999999999,0.0
117.75,1.0,5.999999999999999,1.0
118.0,0.0,1.0,1.0
118.0,1.0,5.999999999999999,0.0
118.0,4.0,2.0,0.0
118.25,1.0,5.999999999999999,0.0
118.5,0.0,1.0,0.0
118.75,5.0,4.0,1.0
119.125,3.0,5.999999999999999,0.55000000000000004
119.333333333,1.0,5.999999999999999,0.0
119.5,11.0,2.0,1.0
119.75,4.0,2.0,1.0
120.0,2.0,2.0,0.0
120.25,1.0,5.999999999999999,1.0
120.5,11.0,2.0,1.0
120.666666667,2.0,4.0,0.0
121.0,0.0,1.0,0.0
121.0,0.0,1.0,0.0
121.25,1.0,1.0,1.0
121.5,1.0,5.999999999999999,0.0
121.75,1.0,5.999999999999999,0.0
122.0,3.0,1.0,1.0
122.25,1.0,5.999999999999999,1.0
122.375,1.0,5.999999999999999,0.0
122.666666667,1.0,5.999999999999999,0.0
122.875,0.0,1.0,1.0
123.125,1.0,5.999999999999999,0.0
123.375,1.0,5.999999999999999,1.0
123.666666667,1.0,5.999999999999999,0.0
124.0,4.0,2.0,1.0
124.0,0.0,1.0,1.0
124.25,1.0,1.0,0.94999999999999996
124.5,0.0,1.0,0.0
124.75,5.0,4.0,1.0
125.0,3.0,5.999999999999999,0.55000000000000004
125.25,1.0,5.999999999999999,0.0
125.5,11.0,2.0,1.0
125.75,4.0,2.0,1.0
126.0,2.0,2.0,0.0
126.25,1.0,5.999999999999999,1.0
126.5,11.0,2.0,1.0
126.875,2.0,4.0,0.0
127.125,4.0,2.0,1.0
127.5,11.0,2.0,1.0
127.75,4.0,2.0,1.0
128.0,9.0,7.0,1.0
128.25,4.0,2.0,1.0
128.625,5.0,2.0,0.0
128.875,4.0,2.0,1.0
129.25,9.0,7.0,0.59999999999999998
129.5,4.0,2.0,1.0
129.75,5.0,2.0,0.0
130.125,4.0,2.0,1.0
130.375,9.0,7.0,0.59999999999999998
130.875,4.0,2.0,1.0
132.875,5.0,2.0,0.0
133.5,4.0,2.0,1.0
134.125,9.0,7.0,0.59999999999999998
134.875,4.0,2.0,1.0
137.125,5.0,2.0,0.0
138.0,4.0,2.0,1.0
138.875,9.0,7.0,0.59999999999999998
139.666666667,4.0,2.0,1.0
140.333333333,9.0,7.0,1.0
141.0,4.0,2.0,1.0
141.75,9.0,7.0,1.0
142.875,4.0,2.0,1.0
143.875,9.0,7.0,1.0
144.75,4.0,2.0,1.0
145.333333333,9.0,7.0,1.0
146.0,4.0,2.0,1.0
146.5,5.0,2.0,0.0
147.0,2.0,2.0,0.0
147.625,0.0,1.0,1.0
148.125,3.0,5.999999999999999,1.0
149.666666667,0.0,0.0,0.57499999999999996
150.125,4.0,2.0,1.0
150.625,3.0,5.999999999999999,1.0
151.125,5.0,4.0,0.0
152.375,4.0,2.0,1.0
152.75,8.0,5.999999999999999,0.57499999999999996
153.25,5.0,1.0,0.074999999999999997
153.75,0.0,0.0,1.0
155.333333333,4.0,2.0,1.0
155.875,4.0,2.0,0.0
156.333333333,9.0,7.0,0.67500000000000004
156.875,4.0,2.0,1.0
157.375,9.0,7.0,1.0
157.75,4.0,2.0,1.0
158.25,5.0,2.0,0.0
158.75,2.0,2.0,0.0
159.125,0.0,1.0,1.0
159.75,3.0,5.999999999999999,1.0
161.25,0.0,0.0,0.57499999999999996
161.625,4.0,2.0,1.0
162.0,3.0,5.999999999999999,1.0
162.5,5.0,4.0,0.0
163.75,4.0,2.0,1.0
164.25,0.0,1.0,0.375
164.75,5.0,4.0,1.0
165.25,3.0,5.999999999999999,0.55000000000000004
166.666666667,5.0,4.0,0.0
167.125,0.0,0.0,0.32500000000000001
167.625,2.0,4.0,0.0
168.125,4.0,2.0,1.0
169.0,0.0,1.0,1.0
169.375,1.0,1.0,0.94999999999999996
169.875,11.0,2.0,1.0
170.25,4.0,2.0,1.0
170.75,2.0,2.0,0.0
172.125,11.0,2.0,1.0
172.625,4.0,2.0,1.0
173.0,2.0,2.0,0.0
173.625,0.0,1.0,1.0
175.0,4.0,2.0,0.0
175.5,2.0,2.0,1.0
176.125,0.0,1.0,1.0
176.666666667,5.0,1.0,0.0
177.75,4.0,2.0,1.0
178.25,4.0,2.0,0.0
178.875,4.0,4.0,0.625
179.333333333,4.0,4.0,0.0
179.875,4.0,2.0,0.0
180.375,4.0,2.0,0.0
181.125,4.0,2.0,0.0
181.75,9.0,7.0,1.0
182.625,4.0,2.0,1.0
183.625,9.0,7.0,1.0
184.375,4.0,2.0,1.0
185.125,9.0,7.0,1.0
185.75,4.0,2.0,1.0
186.625,9.0,7.0,1.0
187.375,4.0,2.0,1.0
188.125,9.0,7.0,1.0
188.666666667,4.0,2.0,1.0
189.25,9.0,7.0,1.0
189.666666667,4.0,2.0,1.0
190.125,5.0,2.0,0.0
190.666666667,2.0,2.0,0.0
191.333333333,0.0,1.0,1.0
192.0,3.0,5.999999999999999,1.0
193.5,0.0,0.0,0.57499999999999996
193.875,4.0,2.0,1.0
194.333333333,3.0,5.999999999999999,1.0
194.75,5.0,4.0,0.0
196.125,4.0,2.0,1.0
196.5,8.0,5.999999999999999,0.57499999999999996
197.0,5.0,1.0,0.074999999999999997
197.5,0.0,0.0,1.0
199.0,4.0,2.0,1.0
199.625,4.0,2.0,0.0
200.125,9.0,7.0,0.67500000000000004
200.625,4.0,2.0,1.0
201.125,9.0,7.0,1.0
201.625,4.0,2.0,1.0
202.0,5.0,2.0,0.0
202.5,2.0,2.0,0.0
202.875,0.0,1.0,1.0
203.375,3.0,5.999999999999999,1.0
204.75,0.0,0.0,0.57499999999999996
205.125,4.0,2.0,1.0
205.625,3.0,5.999999999999999,1.0
206.125,5.0,4.0,0.0
207.375,4.0,2.0,1.0
207.875,0.0,1.0,0.375
208.375,5.0,4.0,1.0
209.0,3.0,5.999999999999999,0.55000000000000004
211.875,7.0,4.0,1.0
211.875,10.0,2.0,1.0
211.875,1.0,1.0,0.94999999999999996
211.875,4.0,2.0,0.0
214.5,2.0,2.0,0.0
214.5,11.0,2.0,1.0
216.125,4.0,2.0,1.0
216.125,7.0,4.0,0.97499999999999998
216.625,11.0,2.0,1.0
216.625,2.0,4.0,0.0
217.0,8.0,5.999999999999999,1.0
217.0,11.0,2.0,0.75
218.75,8.0,5.999999999999999,0.77500000000000002
219.625,3.0,1.0,0.0
222.125,2.0,2.0,1.0
223.875,0.0,1.0,1.0
224.125,5.0,1.0,0.0
224.625,6.0,2.0,1.0
226.25,3.0,1.0,1.0
227.125,0.0,0.0,1.0
227.125,3.0,5.999999999999999,0.92500000000000004
227.875,0.0,0.0,0.57499999999999996
227.875,4.0,2.0,1.0
228.75,5.0,2.0,0.0
229.666666667,3.0,5.999999999999999,1.0
232.25,7.0,4.0,1.0
234.75,2.0,2.0,0.0
236.333333333,7.0,2.0,0.025000000000000001
236.75,11.0,2.0,1.0
236.75,2.0,4.0,0.0
237.125,2.0,4.0,1.0
238.75,2.0,2.0,0.0
239.625,2.0,2.0,0.0
242.0,9.0,7.0,0.90000000000000002
242.0,1.0,1.0,1.0
243.625,2.0,4.0,0.0
244.0,0.0,1.0,1.0
244.5,11.0,0.0,1.0
244.5,10.0,2.0,1.0
244.5,2.0,4.0,0.0
246.125,11.0,2.0,1.0
246.125,3.0,5.999999999999999,1.0
246.125,2.0,2.0,0.0
247.0,2.0,4.0,1.0
247.0,8.0,5.999999999999999,0.69999999999999996
248.625,8.0,8.0,0.0
249.625,3.0,1.0,1.0
252.75,5.0,4.0,1.0
252.75,4.0,2.0,1.0
256.333333333,0.0,1.0,0.375
256.625,4.0,2.0,1.0
256.875,3.0,5.999999999999999,1.0
257.25,0.0,0.0,0.57499999999999996
257.5,4.0,2.0,1.0
257.875,2.0,2.0,0.0
257.875,0.0,1.0,1.0
258.125,0.0,1.0,0.0
258.375,5.0,4.0,1.0
258.666666667,3.0,5.999999999999999,0.55000000000000004
258.666666667,4.0,2.0,0.0
258.666666667,0.0,1.0,1.0
259.0,0.0,1.0,0.0
259.333333333,4.0,2.0,0.0
259.625,3.0,5.999999999999999,1.0
259.875,0.0,0.0,0.57499999999999996
260.25,4.0,2.0,1.0
260.5,0.0,1.0,0.0
260.875,0.0,1.0,0.0
261.125,5.0,4.0,0.97499999999999998
261.375,0.0,0.0,1.0
261.375,3.0,5.999999999999999,0.92500000000000004
261.666666667,0.0,0.0,0.57499999999999996
262.0,4.0,2.0,1.0
262.333333333,3.0,5.999999999999999,1.0
262.666666667,0.0,0.0,0.57499999999999996
263.0,4.0,2.0,1.0
263.333333333,0.0,1.0,0.0
263.666666667,0.0,1.0,0.0
264.0,5.0,4.0,0.97499999999999998
264.375,0.0,0.0,1.0
264.375,10.0,0.0,0.025000000000000001
264.875,3.0,5.999999999999999,1.0
265.25,8.0,5.999999999999999,1.0
265.5,1.0,1.0,0.94999999999999996
265.875,6.0,2.0,0.0
266.25,11.0,2.0,1.0
266.5,4.0,2.0,1.0
266.875,9.0,7.0,1.0
267.125,2.0,2.0,1.0
267.5,7.0,2.0,0.0
267.875,0.0,0.0,1.0
268.25,5.0,4.0,0.59999999999999998
268.5,10.0,2.0,0.77500000000000002
268.875,3.0,5.999999999999999,1.0
269.25,8.0,5.999999999999999,1.0
269.666666667,1.0,1.0,0.94999999999999996
270.25,6.0,2.0,0.0
270.875,11.0,2.0,1.0
271.875,4.0,2.0,1.0
272.625,9.0,7.0,1.0
273.25,4.0,2.0,1.0
273.666666667,5.0,2.0,0.0
274.125,2.0,2.0,0.0
274.666666667,0.0,1.0,1.0
275.375,3.0,5.999999999999999,1.0
276.875,0.0,0.0,0.57499999999999996
277.333333333,4.0,2.0,1.0
277.75,3.0,5.999999999999999,1.0
278.125,5.0,4.0,0.0
279.333333333,4.0,2.0,1.0
279.666666667,8.0,5.999999999999999,0.57499999999999996
280.125,5.0,1.0,0.074999999999999997
280.5,0.0,0.0,1.0
281.875,4.0,2.0,1.0
282.333333333,4.0,2.0,0.0
282.75,9.0,7.0,0.67500000000000004
283.25,4.0,2.0,1.0
283.75,9.0,7.0,1.0
284.125,4.0,2.0,1.0
284.5,5.0,2.0,0.0
284.875,2.0,2.0,0.0
285.375,0.0,1.0,1.0
285.875,3.0,5.999999999999999,1.0
287.125,0.0,0.0,0.57499999999999996
287.5,4.0,2.0,1.0
287.875,3.0,5.999999999999999,1.0
288.25,5.0,4.0,0.0
289.625,4.0,2.0,1.0
290.0,0.0,1.0,0.375
290.5,5.0,4.0,1.0
290.875,3.0,5.999999999999999,0.55000000000000004
292.375,5.0,4.0,0.0
292.875,0.0,0.0,0.32500000000000001
293.375,2.0,4.0,0.0
293.875,4.0,2.0,1.0
294.75,0.0,1.0,1.0
295.125,1.0,1.0,0.94999999999999996
295.5,11.0,2.0,1.0
296.0,4.0,2.0,1.0
296.375,2.0,2.0,0.0
297.625,11.0,2.0,1.0
298.0,4.0,2.0,1.0
298.5,2.0,2.0,0.0
299.0,0.0,1.0,1.0
300.375,4.0,2.0,0.0
300.875,2.0,2.0,1.0
301.375,0.0,1.0,1.0
302.0,5.0,1.0,0.0
303.25,4.0,2.0,1.0
303.75,4.0,2.0,0.0
304.375,4.0,4.0,0.625
304.875,4.0,4.0,0.0
305.5,4.0,2.0,0.0
306.125,4.0,2.0,0.0
306.875,4.0,2.0,0.0
307.625,9.0,7.0,1.0
308.625,4.0,2.0,1.0
309.333333333,9.0,7.0,1.0
310.125,4.0,2.0,1.0
310.75,9.0,7.0,1.0
311.75,4.0,2.0,1.0
312.666666667,9.0,7.0,1.0
313.5,4.0,2.0,1.0
314.25,9.0,7.0,1.0
314.875,4.0,2.0,1.0
315.375,9.0,7.0,1.0
315.875,4.0,2.0,1.0
316.375,5.0,2.0,0.0
316.875,2.0,2.0,0.0
317.375,0.0,1.0,1.0
318.0,3.0,5.999999999999999,1.0
319.5,0.0,0.0,0.57499999999999996
319.875,4.0,2.0,1.0
320.333333333,3.0,5.999999999999999,1.0
320.75,5.0,4.0,0.0
322.125,4.0,2.0,1.0
322.5,8.0,5.999999999999999,0.57499999999999996
323.0,5.0,1.0,0.074999999999999997
323.5,0.0,0.0,1.0
325.125,4.0,2.0,1.0
325.666666667,4.0,2.0,0.0
326.125,9.0,7.0,0.67500000000000004
326.625,4.0,2.0,1.0
327.125,9.0,7.0,1.0
327.5,4.0,2.0,1.0
328.0,5.0,2.0,0.0
328.5,2.0,2.0,0.0
329.0,0.0,1.0,1.0
329.5,3.0,5.999999999999999,1.0
330.875,0.0,0.0,0.57499999999999996
331.333333333,4.0,2.0,1.0
331.875,3.0,5.999999999999999,1.0
332.375,5.0,4.0,0.0
334.0,2.0,2.0,1.0
334.666666667,0.0,1.0,1.0
335.5,5.0,1.0,0.0
336.625,3.0,5.999999999999999,1.0
6.0,3.0,2.9999999999999996,0.0
6.5,4.0,2.0,0.0
7.0,3.0,2.9999999999999996,0.0
8.875,4.0,4.0,1.0
9.33333333333,4.0,4.0,1.0
9.75,8.0,8.0,1.0
11.875,3.0,1.0,1.0
12.375,4.0,2.0,1.0
12.875,3.0,2.9999999999999996,0.0
17.875,3.0,2.9999999999999996,1.0
18.375,4.0,2.0,0.0
18.875,3.0,2.9999999999999996,0.0
20.875,4.0,4.0,1.0
21.3333333333,4.0,4.0,1.0
21.875,8.0,8.0,1.0
23.875,3.0,1.0,1.0
24.5,4.0,2.0,1.0
25.125,3.0,2.9999999999999996,0.0
30.125,3.0,2.9999999999999996,1.0
30.625,4.0,2.0,0.0
31.125,3.0,2.9999999999999996,0.0
33.0,4.0,4.0,1.0
33.5,4.0,4.0,1.0
34.0,8.0,8.0,1.0
35.875,3.0,1.0,1.0
36.375,4.0,2.0,1.0
36.875,3.0,2.9999999999999996,0.0
42.0,3.0,2.9999999999999996,1.0
42.5,4.0,2.0,0.0
43.0,3.0,2.9999999999999996,0.0
44.875,4.0,4.0,1.0
45.375,4.0,4.0,1.0
45.875,8.0,8.0,1.0
48.0,3.0,1.0,1.0
48.5,4.0,2.0,1.0
49.125,3.0,2.9999999999999996,0.0
51.125,0.0,0.0,1.0
51.625,1.0,1.0,0.55000000000000004
54.0,1.0,5.999999999999999,0.0
54.5,1.0,5.999999999999999,0.0
55.0,5.0,5.0,1.0
57.125,3.0,5.999999999999999,1.0
57.625,4.0,2.0,0.0
58.125,3.0,2.9999999999999996,0.0
60.125,4.0,4.0,0.0
60.75,4.0,4.0,1.0
75.125,3.0,5.999999999999999,1.0
75.625,4.0,2.0,0.0
76.125,3.0,2.9999999999999996,0.0
78.0,4.0,4.0,0.0
78.5,4.0,4.0,1.0
79.0,8.0,8.0,1.0
80.875,3.0,1.0,1.0
81.375,4.0,2.0,1.0
81.875,3.0,2.9999999999999996,0.0
87.0,3.0,2.9999999999999996,1.0
87.375,4.0,2.0,0.0
87.875,3.0,2.9999999999999996,0.0
89.875,4.0,4.0,1.0
90.375,4.0,4.0,1.0
90.875,8.0,8.0,1.0
93.125,3.0,1.0,1.0
93.6666666667,4.0,2.0,1.0
94.3333333333,3.0,2.9999999999999996,0.0
95.25,10.0,2.0,1.0
95.875,3.0,5.999999999999999,1.0
96.5,1.0,5.999999999999999,0.0
97.5,11.0,2.0,1.0
97.875,3.0,5.999999999999999,1.0
98.75,3.0,2.9999999999999996,0.0
99.5,3.0,2.9999999999999996,0.0
100.0,11.0,2.0,1.0
100.375,10.0,2.0,1.0
101.125,10.0,2.0,1.0
101.875,10.0,2.0,1.0
102.375,11.0,2.0,1.0
103.125,1.0,1.0,0.94999999999999996
103.125,11.0,2.0,1.0
104.0,1.0,1.0,0.94999999999999996
104.875,11.0,2.0,1.0
105.25,3.0,5.999999999999999,1.0
106.125,3.0,2.9999999999999996,0.0
107.0,3.0,2.9999999999999996,0.0
107.375,11.0,2.0,1.0
107.75,3.0,5.999999999999999,1.0
108.625,3.0,2.9999999999999996,0.0
109.5,3.0,2.9999999999999996,0.0
110.0,4.0,2.0,0.0
110.375,3.0,1.0,0.0
111.25,3.0,1.0,0.0
111.75,2.0,2.0,1.0
112.125,11.0,2.0,1.0
112.625,1.0,1.0,0.94999999999999996
113.375,1.0,5.999999999999999,0.0
114.375,1.0,5.999999999999999,0.0
119.125,3.0,1.0,1.0
119.125,11.0,2.0,1.0
120.0,5.0,4.0,1.0
120.0,1.0,5.999999999999999,0.0
125.0,11.0,2.0,1.0
125.0,3.0,5.999999999999999,1.0
126.0,1.0,5.999999999999999,0.0
127.125,8.0,5.999999999999999,1.0
148.25,3.0,1.0,0.0
148.75,4.0,2.0,1.0
149.125,3.0,2.9999999999999996,0.0
151.125,4.0,4.0,0.0
151.5,4.0,4.0,1.0
152.0,8.0,8.0,1.0
153.75,3.0,1.0,1.0
154.375,4.0,2.0,1.0
154.875,3.0,2.9999999999999996,0.0
159.75,3.0,2.9999999999999996,1.0
160.25,4.0,2.0,0.0
160.75,3.0,2.9999999999999996,0.0
162.5,4.0,4.0,1.0
163.0,4.0,4.0,1.0
163.375,8.0,8.0,1.0
165.25,3.0,1.0,1.0
165.75,4.0,2.0,1.0
166.25,3.0,2.9999999999999996,0.0
168.125,0.0,0.0,1.0
168.5,1.0,1.0,0.55000000000000004
170.75,1.0,5.999999999999999,0.0
171.25,1.0,5.999999999999999,0.0
171.666666667,5.0,5.0,1.0
173.625,3.0,5.999999999999999,1.0
174.0,4.0,2.0,0.0
174.5,3.0,2.9999999999999996,0.0
176.666666667,4.0,4.0,0.0
177.25,4.0,4.0,1.0
192.0,3.0,5.999999999999999,1.0
192.5,4.0,2.0,0.0
193.0,3.0,2.9999999999999996,0.0
194.75,4.0,4.0,0.0
195.25,4.0,4.0,1.0
195.666666667,8.0,8.0,1.0
197.5,3.0,1.0,1.0
198.125,4.0,2.0,1.0
198.5,3.0,2.9999999999999996,0.0
203.5,3.0,2.9999999999999996,1.0
203.875,4.0,2.0,0.0
204.25,3.0,2.9999999999999996,0.0
206.125,4.0,4.0,1.0
206.5,4.0,4.0,1.0
207.0,8.0,8.0,1.0
209.0,3.0,1.0,1.0
209.5,3.0,2.9999999999999996,1.0
210.0,3.0,2.9999999999999996,0.0
210.375,3.0,2.9999999999999996,0.0
210.875,3.0,1.0,0.0
211.375,3.0,2.9999999999999996,0.0
211.875,3.0,2.9999999999999996,0.0
212.333333333,3.0,1.0,0.0
212.75,3.0,1.0,0.0
213.125,3.0,2.9999999999999996,0.0
213.625,3.0,1.0,0.0
214.125,3.0,2.9999999999999996,0.0
214.5,3.0,1.0,0.0
215.0,3.0,1.0,0.0
215.375,3.0,2.9999999999999996,0.0
215.75,3.0,2.9999999999999996,0.0
216.125,3.0,1.0,1.0
216.625,3.0,2.9999999999999996,0.0
217.0,3.0,1.0,0.0
217.5,3.0,1.0,0.0
217.875,3.0,2.9999999999999996,0.0
218.375,3.0,2.9999999999999996,0.0
218.75,3.0,1.0,1.0
219.25,3.0,2.9999999999999996,0.0
219.625,3.0,1.0,0.0
220.0,3.0,1.0,0.0
220.5,3.0,2.9999999999999996,0.0
220.875,3.0,2.9999999999999996,0.0
221.333333333,3.0,1.0,1.0
221.666666667,3.0,2.9999999999999996,0.0
222.125,2.0,4.0,1.0
222.125,3.0,2.9999999999999996,1.0
222.625,2.0,2.0,0.0
223.0,2.0,2.0,0.0
223.375,2.0,2.0,0.0
223.75,2.0,2.0,0.0
223.875,3.0,2.9999999999999996,1.0
224.125,2.0,2.0,0.0
224.625,3.0,2.9999999999999996,1.0
224.625,9.0,7.0,1.0
225.125,3.0,5.999999999999999,1.0
225.5,3.0,2.9999999999999996,0.0
225.875,3.0,2.9999999999999996,0.0
226.25,3.0,2.9999999999999996,0.0
226.625,3.0,1.0,0.0
227.125,3.0,2.9999999999999996,0.0
227.5,3.0,2.9999999999999996,0.0
227.875,3.0,1.0,0.0
228.333333333,3.0,1.0,0.0
228.75,4.0,2.0,0.0
229.25,4.0,2.0,0.0
229.666666667,3.0,2.9999999999999996,0.0
230.25,3.0,2.9999999999999996,0.0
230.625,3.0,2.9999999999999996,0.0
231.0,3.0,2.9999999999999996,0.0
231.5,3.0,2.9999999999999996,0.0
231.875,3.0,2.9999999999999996,0.0
232.333333333,3.0,2.9999999999999996,0.0
232.666666667,3.0,2.9999999999999996,0.0
233.125,3.0,2.9999999999999996,0.0
233.5,3.0,2.9999999999999996,0.0
233.875,3.0,2.9999999999999996,0.0
234.333333333,3.0,2.9999999999999996,0.0
234.75,3.0,2.9999999999999996,0.0
235.125,3.0,2.9999999999999996,0.0
235.5,3.0,2.9999999999999996,0.0
235.875,3.0,2.9999999999999996,0.0
236.25,3.0,2.9999999999999996,0.0
236.75,3.0,2.9999999999999996,0.0
237.125,3.0,2.9999999999999996,0.0
